x,rho,E,F,T,Tr
0.001,0.01,21.0705,7.50366,6.24834,6.26008
0.003,0.01,21.0697,7.50347,6.23874,6.26003
0.005,0.01,21.069,7.50329,6.23099,6.25997
0.007,0.01,21.0682,7.50311,6.22274,6.25992
0.009,0.01,21.0675,7.50293,6.21703,6.25986
0.011,0.01,21.0667,7.50275,6.21696,6.2598
0.013,0.01,21.066,7.50257,6.21546,6.25975
0.015,0.01,21.0652,7.50238,6.2154,6.25969
0.017,0.01,21.0645,7.5022,6.21534,6.25964
0.019,0.01,21.0637,7.50201,6.21383,6.25958
0.021,0.01,21.063,7.50183,6.21376,6.25953
0.023,0.01,21.0622,7.50164,6.20933,6.25947
0.025,0.01,21.0615,7.50145,6.20926,6.25942
0.027,0.01,21.0608,7.50127,6.25787,6.25936
0.029,0.01,21.06,7.50108,6.2578,6.2593
0.031,0.01,21.0592,7.50089,6.25626,6.25925
0.033,0.01,21.0585,7.50071,6.25478,6.25919
0.035,0.01,21.0577,7.50052,6.25471,6.25914
0.037,0.01,21.057,7.50034,6.25183,6.25908
0.039,0.01,21.0562,7.50015,6.25011,6.25902
0.041,0.01,21.0555,7.49997,6.24867,6.25897
0.043,0.01,21.0547,7.49979,6.24701,6.25891
0.045,0.01,21.054,7.4996,6.24514,6.25886
0.047,0.01,21.0532,7.49942,6.24507,6.2588
0.049,0.01,21.0525,7.49923,6.24194,6.25874
0.051,0.01,21.0517,7.49905,6.24076,6.25869
0.053,0.01,21.051,7.49887,6.23955,6.25863
0.055,0.01,21.0502,7.49868,6.23712,6.25858
0.057,0.01,21.0495,7.4985,6.23582,6.25852
0.059,0.01,21.0487,7.49832,6.23194,6.25846
0.061,0.01,21.0479,7.49814,6.23056,6.25841
0.063,0.01,21.0472,7.49795,6.22917,6.25835
0.065,0.01,21.0464,7.49777,6.22776,6.2583
0.067,0.01,21.0457,7.49759,6.22499,6.25824
0.069,0.01,21.0449,7.4974,6.22216,6.25819
0.071,0.01,21.0442,7.49722,6.22069,6.25813
0.073,0.01,21.0435,7.49703,6.21639,6.25807
0.075,0.01,21.0427,7.49684,6.21632,6.25802
0.077,0.01,21.042,7.49665,6.21625,6.25796
0.079,0.01,21.0412,7.49647,6.21619,6.25791
0.081,0.01,21.0405,7.49628,6.2074,6.25785
0.083,0.01,21.0397,7.4961,6.20733,6.2578
0.085,0.01,21.039,7.49591,6.20726,6.25774
0.087,0.01,21.0382,7.49573,6.25585,6.25769
0.089,0.01,21.0375,7.49554,6.25578,6.25763
0.091,0.01,21.0367,7.49536,6.25571,6.25757
0.093,0.01,21.036,7.49517,6.25416,6.25752
0.095,0.01,21.0352,7.49498,6.25409,6.25746
0.097,0.01,21.0345,7.4948,6.25402,6.25741
0.099,0.01,21.0337,7.49461,6.25395,6.25735
0.101,0.01,21.033,7.49443,6.25239,6.25729
0.103,0.01,21.0322,7.49424,6.25231,6.25724
0.105,0.01,21.0314,7.49406,6.24942,6.25718
0.107,0.01,21.0307,7.49388,6.24935,6.25713
0.109,0.01,21.0299,7.49369,6.24927,6.25707
0.111,0.01,21.0292,7.49351,6.24759,6.25701
0.113,0.01,21.0284,7.49332,6.24752,6.25696
0.115,0.01,21.0277,7.49314,6.2461,6.2569
0.117,0.01,21.0269,7.49295,6.24603,6.25685
0.119,0.01,21.0262,7.49276,6.24439,6.25679
0.121,0.01,21.0254,7.49257,6.24432,6.25673
0.123,0.01,21.0247,7.49238,6.24247,6.25668
0.125,0.01,21.0239,7.49219,6.2424,6.25662
0.127,0.01,21.0232,7.49199,6.2393,6.25657
0.129,0.01,21.0225,7.49178,6.23923,6.25651
0.131,0.01,21.0218,7.49156,6.23916,6.25646
0.133,0.01,21.0211,7.49132,6.23798,6.25641
0.135,0.01,21.0204,7.49106,6.23678,6.25636
0.137,0.01,21.0197,7.49078,6.23671,6.25631
0.139,0.01,21.0191,7.49048,6.23664,6.25626
0.141,0.01,21.0185,7.49017,6.23421,6.25622
0.143,0.01,21.0179,7.48985,6.23292,6.25617
0.145,0.01,21.0172,7.48952,6.22904,6.25613
0.147,0.01,21.0166,7.48919,6.22897,6.25608
0.149,0.01,21.0161,7.48885,6.22759,6.25604
0.151,0.01,21.0155,7.48851,6.22752,6.25599
0.153,0.01,21.0149,7.48816,6.22612,6.25595
0.155,0.01,21.0143,7.48782,6.22471,6.2559
0.157,0.01,21.0137,7.48747,6.22464,6.25586
0.159,0.01,21.0131,7.48712,6.22187,6.25582
0.161,0.01,21.0125,7.48678,6.2218,6.25577
0.163,0.01,21.0119,7.48644,6.21896,6.25573
0.165,0.01,21.0114,7.48609,6.21749,6.25569
0.167,0.01,21.0108,7.48575,6.21742,6.25564
0.169,0.01,21.0102,7.4854,6.21454,6.2556
0.171,0.01,21.0096,7.48506,6.21304,6.25555
0.173,0.01,21.009,7.48472,6.21298,6.25551
0.175,0.01,21.0084,7.48437,6.21291,6.25547
0.177,0.01,21.0078,7.48403,6.2114,6.25542
0.179,0.01,21.0072,7.48368,6.21133,6.25538
0.181,0.01,21.0067,7.48333,6.21126,6.25534
0.183,0.01,21.0061,7.48299,6.21119,6.25529
0.185,0.01,21.0055,7.48264,6.21112,6.25525
0.187,0.01,21.0049,7.48229,6.21106,6.25521
0.189,0.01,21.0043,7.48195,6.21099,6.25516
0.191,0.01,21.0037,7.4816,6.24928,6.25512
0.193,0.01,21.0031,7.48126,6.2492,6.25507
0.195,0.01,21.0025,7.48091,6.24918,6.25503
0.197,0.01,21.0019,7.48056,6.24639,6.25499
0.199,0.01,21.0014,7.48022,6.24632,6.25494
0.201,0.01,21.0008,7.47987,6.24624,6.2549
0.203,0.01,21.0002,7.47952,6.24617,6.25485
0.205,0.01,20.9996,7.47917,6.24471,6.25481
0.207,0.01,20.999,7.47882,6.24463,6.25477
0.209,0.01,20.9984,7.47847,6.24456,6.25472
0.211,0.01,20.9978,7.47812,6.24263,6.25468
0.213,0.01,20.9972,7.47777,6.24256,6.25464
0.215,0.01,20.9967,7.47742,6.24248,6.25459
0.217,0.01,20.9961,7.47707,6.24089,6.25455
0.219,0.01,20.9955,7.47672,6.24082,6.25451
0.221,0.01,20.9949,7.47637,6.24075,6.25446
0.223,0.01,20.9943,7.47602,6.23799,6.25442
0.225,0.01,20.9937,7.47567,6.23792,6.25437
0.227,0.01,20.9931,7.47532,6.23582,6.25433
0.229,0.01,20.9926,7.47497,6.23575,6.25429
0.231,0.01,20.992,7.47462,6.23568,6.25424
0.233,0.01,20.9914,7.47427,6.23453,6.2542
0.235,0.01,20.9908,7.47392,6.23446,6.25416
0.237,0.01,20.9902,7.47358,6.23439,6.25411
0.239,0.01,20.9896,7.47323,6.23432,6.25407
0.241,0.01,20.989,7.47288,6.23198,6.25403
0.243,0.01,20.9885,7.47252,6.23072,6.25398
0.245,0.01,20.9879,7.47217,6.23065,6.25394
0.247,0.01,20.9873,7.47182,6.23058,6.2539
0.249,0.01,20.9867,7.47147,6.22804,6.25385
0.251,0.01,20.9861,7.47111,6.22797,6.25381
0.253,0.01,20.9855,7.47076,6.22536,6.25376
0.255,0.01,20.985,7.47041,6.22529,6.25372
0.257,0.01,20.9844,7.47006,6.22522,6.25368
0.259,0.01,20.9838,7.46971,6.22384,6.25363
0.261,0.01,20.9832,7.46935,6.22244,6.25359
0.263,0.01,20.9826,7.469,6.22237,6.25355
0.265,0.01,20.9821,7.46865,6.2223,6.25351
