x,rho,E,F,T,Tr
0.001,0.01,21.1573,7.41684,6.24834,6.26652
0.003,0.01,21.1568,7.41649,6.23874,6.26648
0.005,0.01,21.1562,7.41614,6.23099,6.26644
0.007,0.01,21.1556,7.41579,6.22274,6.2664
0.009,0.01,21.155,7.41544,6.21703,6.26635
0.011,0.01,21.1545,7.41509,6.21696,6.26631
0.013,0.01,21.1539,7.41473,6.26561,6.26627
0.015,0.01,21.1533,7.41439,6.26555,6.26623
0.017,0.01,21.1527,7.41404,6.2655,6.26618
0.019,0.01,21.1521,7.4137,6.26398,6.26614
0.021,0.01,21.1516,7.41336,6.26391,6.2661
0.023,0.01,21.151,7.41301,6.25948,6.26605
0.025,0.01,21.1504,7.41267,6.25941,6.26601
0.027,0.01,21.1498,7.41232,6.25787,6.26597
0.029,0.01,21.1492,7.41198,6.2578,6.26592
0.031,0.01,21.1487,7.41163,6.25626,6.26588
0.033,0.01,21.1481,7.41128,6.25478,6.26584
0.035,0.01,21.1475,7.41093,6.25471,6.2658
0.037,0.01,21.1469,7.41057,6.25183,6.26575
0.039,0.01,21.1464,7.41022,6.25011,6.26571
0.041,0.01,21.1458,7.40986,6.24867,6.26567
0.043,0.01,21.1452,7.40951,6.24701,6.26563
0.045,0.01,21.1446,7.40916,6.24514,6.26558
0.047,0.01,21.1441,7.40881,6.24507,6.26554
0.049,0.01,21.1435,7.40847,6.24194,6.2655
0.051,0.01,21.1429,7.40812,6.24076,6.26545
0.053,0.01,21.1423,7.40777,6.23955,6.26541
0.055,0.01,21.1417,7.40742,6.23712,6.26537
0.057,0.01,21.1412,7.40707,6.23582,6.26533
0.059,0.01,21.1406,7.40673,6.23194,6.26528
0.061,0.01,21.14,7.40638,6.23056,6.26524
0.063,0.01,21.1394,7.40603,6.22917,6.2652
0.065,0.01,21.1389,7.40568,6.22776,6.26516
0.067,0.01,21.1383,7.40534,6.22499,6.26511
0.069,0.01,21.1377,7.40499,6.22216,6.26507
0.071,0.01,21.1371,7.40464,6.22069,6.26503
0.073,0.01,21.1366,7.40429,6.21639,6.26498
0.075,0.01,21.136,7.40395,6.21632,6.26494
0.077,0.01,21.1354,7.4036,6.21625,6.2649
0.079,0.01,21.1348,7.40325,6.21619,6.26486
0.081,0.01,21.1343,7.4029,6.25755,6.26481
0.083,0.01,21.1337,7.40255,6.25748,6.26477
0.085,0.01,21.1331,7.40221,6.25741,6.26473
0.087,0.01,21.1325,7.40186,6.25585,6.26469
