x,rho,E,F,T,Tr
0.001,0.01,18.7049,9.86898,6.04346,6.07646
0.003,0.01,18.704,9.86869,6.03528,6.07639
0.005,0.01,18.7031,9.86839,6.02715,6.07631
0.007,0.01,18.7022,9.8681,6.0692,6.07624
0.009,0.01,18.7013,9.8678,6.06375,6.07617
0.011,0.01,18.7004,9.86751,6.06313,6.07609
0.013,0.01,18.6995,9.86721,6.06243,6.07602
0.015,0.01,18.6986,9.86692,6.06167,6.07595
0.017,0.01,18.6977,9.86662,6.06083,6.07587
0.019,0.01,18.6968,9.86633,6.05993,6.0758
0.021,0.01,18.6959,9.86603,6.05896,6.07573
0.023,0.01,18.695,9.86574,6.05792,6.07565
0.025,0.01,18.6941,9.86544,6.05683,6.07558
0.027,0.01,18.6932,9.86515,6.05566,6.07551
0.029,0.01,18.6923,9.86485,6.05444,6.07543
0.031,0.01,18.6914,9.86456,6.05316,6.07536
0.033,0.01,18.6905,9.86426,6.05182,6.07529
0.035,0.01,18.6896,9.86397,6.05042,6.07521
0.037,0.01,18.6887,9.86367,6.04897,6.07514
0.039,0.01,18.6878,9.86338,6.04746,6.07507
0.041,0.01,18.6869,9.86308,6.04589,6.075
0.043,0.01,18.686,9.86278,6.04428,6.07492
0.045,0.01,18.6851,9.86249,6.04261,6.07485
0.047,0.01,18.6842,9.86219,6.04089,6.07478
0.049,0.01,18.6833,9.8619,6.03912,6.0747
0.051,0.01,18.6824,9.8616,6.0373,6.07463
0.053,0.01,18.6815,9.86131,6.03544,6.07456
0.055,0.01,18.6807,9.86101,6.03352,6.07449
0.057,0.01,18.6798,9.86072,6.03157,6.07441
0.059,0.01,18.6789,9.86043,6.02956,6.07434
0.061,0.01,18.678,9.86013,6.02752,6.07427
0.063,0.01,18.6771,9.85984,6.02543,6.07419
0.065,0.01,18.6762,9.85954,6.0233,6.07412
0.067,0.01,18.6753,9.85924,6.07127,6.07405
0.069,0.01,18.6744,9.85895,6.06904,6.07397
0.071,0.01,18.6735,9.85865,6.0668,6.0739
0.073,0.01,18.6726,9.85836,6.06452,6.07383
0.075,0.01,18.6717,9.85807,6.06278,6.07375
0.077,0.01,18.6708,9.85777,6.06264,6.07368
0.079,0.01,18.6699,9.85748,6.06249,6.07361
0.081,0.01,18.669,9.85718,6.05565,6.07353
0.083,0.01,18.6681,9.85688,6.05508,6.07346
0.085,0.01,18.6672,9.85659,6.05449,6.07339
0.087,0.01,18.6663,9.85629,6.05388,6.07332
0.089,0.01,18.6654,9.856,6.05325,6.07324
0.091,0.01,18.6645,9.8557,6.0526,6.07317
0.093,0.01,18.6636,9.85541,6.05193,6.0731
0.095,0.01,18.6627,9.85512,6.05125,6.07302
0.097,0.01,18.6618,9.85482,6.05054,6.07295
0.099,0.01,18.6609,9.85453,6.04981,6.07288
0.101,0.01,18.66,9.85423,6.04907,6.0728
0.103,0.01,18.6591,9.85394,6.04831,6.07273
0.105,0.01,18.6582,9.85365,6.04752,6.07266
0.107,0.01,18.6573,9.85335,6.04672,6.07258
0.109,0.01,18.6564,9.85306,6.0459,6.07251
0.111,0.01,18.6555,9.85276,6.04505,6.07244
0.113,0.01,18.6546,9.85247,6.04419,6.07236
0.115,0.01,18.6537,9.85217,6.04331,6.07229
0.117,0.01,18.6528,9.85188,6.04241,6.07222
0.119,0.01,18.6519,9.85158,6.04148,6.07214
0.121,0.01,18.651,9.85129,6.04054,6.07207
0.123,0.01,18.6501,9.85099,6.03958,6.072
0.125,0.01,18.6492,9.8507,6.0386,6.07193
0.127,0.01,18.6483,9.85041,6.0376,6.07185
0.129,0.01,18.6474,9.85011,6.03658,6.07178
0.131,0.01,18.6465,9.84982,6.03554,6.07171
0.133,0.01,18.6456,9.84952,6.03448,6.07163
0.135,0.01,18.6447,9.84923,6.0334,6.07156
0.137,0.01,18.6438,9.84894,6.0323,6.07149
0.139,0.01,18.6429,9.84864,6.03118,6.07141
0.141,0.01,18.642,9.84835,6.03005,6.07134
0.143,0.01,18.6411,9.84805,6.02889,6.07127
0.145,0.01,18.6402,9.84776,6.02771,6.0712
0.147,0.01,18.6393,9.84746,6.02652,6.07112
0.149,0.01,18.6384,9.84717,6.0253,6.07105
0.151,0.01,18.6375,9.84687,6.02407,6.07098
0.153,0.01,18.6366,9.84658,6.02282,6.0709
0.155,0.01,18.6357,9.84628,6.02154,6.07083
0.157,0.01,18.6348,9.84599,6.02025,6.07076
0.159,0.01,18.6339,9.8457,6.06907,6.07069
0.161,0.01,18.633,9.8454,6.06775,6.07061
0.163,0.01,18.6321,9.84511,6.06641,6.07054
0.165,0.01,18.6312,9.84481,6.06503,6.07046
0.167,0.01,18.6303,9.84452,6.06365,6.07039
0.169,0.01,18.6294,9.84423,6.06224,6.07032
0.171,0.01,18.6285,9.84393,6.06082,6.07024
0.173,0.01,18.6276,9.84364,6.06074,6.07017
0.175,0.01,18.6267,9.84334,6.05896,6.0701
0.177,0.01,18.6258,9.84305,6.0588,6.07002
0.179,0.01,18.6249,9.84276,6.05863,6.06995
0.181,0.01,18.624,9.84246,6.05846,6.06988
0.183,0.01,18.6231,9.84217,6.05828,6.0698
0.185,0.01,18.6222,9.84187,6.05811,6.06973
0.187,0.01,18.6213,9.84158,6.05792,6.06966
0.189,0.01,18.6204,9.84128,6.05774,6.06958
0.191,0.01,18.6195,9.84099,6.04578,6.06951
0.193,0.01,18.6186,9.84069,6.04522,6.06944
0.195,0.01,18.6177,9.8404,6.04464,6.06936
0.197,0.01,18.6168,9.8401,6.04406,6.06929
0.199,0.01,18.6159,9.83981,6.04347,6.06922
0.201,0.01,18.615,9.83952,6.04286,6.06914
0.203,0.01,18.6141,9.83922,6.04225,6.06907
0.205,0.01,18.6132,9.83893,6.04163,6.069
0.207,0.01,18.6123,9.83863,6.04099,6.06892
0.209,0.01,18.6114,9.83834,6.04034,6.06885
0.211,0.01,18.6105,9.83804,6.03969,6.06878
0.213,0.01,18.6096,9.83775,6.03902,6.0687
0.215,0.01,18.6087,9.83745,6.03834,6.06863
0.217,0.01,18.6078,9.83716,6.03765,6.06856
0.219,0.01,18.607,9.83686,6.03695,6.06849
0.221,0.01,18.6061,9.83656,6.03624,6.06841
0.223,0.01,18.6052,9.83626,6.03551,6.06834
0.225,0.01,18.6043,9.83597,6.03478,6.06827
0.227,0.01,18.6034,9.83567,6.03403,6.06819
0.229,0.01,18.6025,9.83537,6.03328,6.06812
0.231,0.01,18.6016,9.83508,6.03251,6.06805
0.233,0.01,18.6007,9.83478,6.03173,6.06797
0.235,0.01,18.5998,9.83448,6.03094,6.0679
0.237,0.01,18.5989,9.83419,6.03014,6.06783
0.239,0.01,18.598,9.8339,6.02933,6.06776
0.241,0.01,18.5971,9.8336,6.0285,6.06768
0.243,0.01,18.5962,9.8333,6.02767,6.06761
0.245,0.01,18.5953,9.83301,6.02682,6.06754
0.247,0.01,18.5945,9.83271,6.02596,6.06747
0.249,0.01,18.5936,9.83241,6.0251,6.06739
0.251,0.01,18.5927,9.83211,6.02422,6.06732
0.253,0.01,18.5918,9.83182,6.02332,6.06725
0.255,0.01,18.5909,9.83152,6.02242,6.06717
0.257,0.01,18.59,9.83122,6.02151,6.0671
0.259,0.01,18.5891,9.83093,6.02058,6.06703
0.261,0.01,18.5882,9.83063,6.01964,6.06696
0.263,0.01,18.5873,9.83033,6.0187,6.06688
0.265,0.01,18.5864,9.83003,6.01774,6.06681
0.267,0.01,18.5855,9.82973,6.01676,6.06674
0.269,0.01,18.5846,9.82944,6.06591,6.06667
0.271,0.01,18.5838,9.82914,6.06492,6.06659
0.273,0.01,18.5829,9.82884,6.06392,6.06652
0.275,0.01,18.582,9.82854,6.0629,6.06645
0.277,0.01,18.5811,9.82825,6.06188,6.06637
0.279,0.01,18.5802,9.82795,6.06084,6.0663
0.281,0.01,18.5793,9.82766,6.05977,6.06623
0.283,0.01,18.5784,9.82736,6.05872,6.06615
0.285,0.01,18.5775,9.82706,6.05819,6.06608
0.287,0.01,18.5766,9.82677,6.05753,6.06601
0.289,0.01,18.5757,9.82647,6.05744,6.06593
0.291,0.01,18.5748,9.82617,6.0545,6.06586
0.293,0.01,18.5739,9.82588,6.05432,6.06579
0.295,0.01,18.573,9.82558,6.05414,6.06571
0.297,0.01,18.5721,9.82528,6.05395,6.06564
0.299,0.01,18.5712,9.82499,6.05377,6.06557
0.301,0.01,18.5703,9.82469,6.05357,6.06549
0.303,0.01,18.5694,9.82439,6.05338,6.06542
0.305,0.01,18.5685,9.82409,6.05318,6.06535
0.307,0.01,18.5676,9.82379,6.05298,6.06527
0.309,0.01,18.5667,9.8235,6.05278,6.0652
0.311,0.01,18.5658,9.8232,6.05257,6.06513
0.313,0.01,18.5649,9.8229,6.05236,6.06505
0.315,0.01,18.564,9.82261,6.05214,6.06498
0.317,0.01,18.5631,9.82231,6.05193,6.06491
0.319,0.01,18.5622,9.82201,6.05171,6.06483
0.321,0.01,18.5613,9.82172,6.05148,6.06476
0.323,0.01,18.5604,9.82142,6.03532,6.06469
0.325,0.01,18.5595,9.82112,6.03476,6.06461
