x,rho,E,F,T,Tr
0.001,0.01,21.2349,7.33929,6.24834,6.27226
0.003,0.01,21.2343,7.33895,6.23874,6.27222
0.005,0.01,21.2337,7.33862,6.23099,6.27217
0.007,0.01,21.2331,7.33829,6.22274,6.27213
0.009,0.01,21.2325,7.33796,6.26718,6.27209
0.011,0.01,21.232,7.33763,6.26711,6.27204
0.013,0.01,21.2314,7.3373,6.26561,6.272
0.015,0.01,21.2308,7.33696,6.26555,6.27196
0.017,0.01,21.2302,7.33662,6.2655,6.27191
0.019,0.01,21.2296,7.33628,6.26398,6.27187
0.021,0.01,21.229,7.33595,6.26391,6.27183
0.023,0.01,21.2285,7.33562,6.25948,6.27178
0.025,0.01,21.2279,7.33528,6.25941,6.27174
0.027,0.01,21.2273,7.33495,6.25787,6.2717
0.029,0.01,21.2267,7.33463,6.2578,6.27165
0.031,0.01,21.2261,7.3343,6.25626,6.27161
0.033,0.01,21.2255,7.33397,6.25478,6.27157
0.035,0.01,21.2249,7.33364,6.25471,6.27152
0.037,0.01,21.2243,7.33331,6.25183,6.27148
0.039,0.01,21.2237,7.33298,6.25011,6.27144
0.041,0.01,21.2232,7.33266,6.24867,6.27139
0.043,0.01,21.2226,7.33233,6.24701,6.27135
0.045,0.01,21.222,7.332,6.24514,6.27131
0.047,0.01,21.2214,7.33167,6.24507,6.27126
0.049,0.01,21.2208,7.33134,6.24194,6.27122
0.051,0.01,21.2202,7.33101,6.24076,6.27118
0.053,0.01,21.2196,7.33068,6.23955,6.27113
0.055,0.01,21.219,7.33035,6.23712,6.27109
0.057,0.01,21.2185,7.33002,6.23582,6.27105
0.059,0.01,21.2179,7.32969,6.23194,6.271
0.061,0.01,21.2173,7.32936,6.23056,6.27096
0.063,0.01,21.2167,7.32904,6.22917,6.27092
0.065,0.01,21.2161,7.32871,6.22776,6.27087
0.067,0.01,21.2155,7.32838,6.22499,6.27083
0.069,0.01,21.2149,7.32805,6.22216,6.27079
0.071,0.01,21.2144,7.32772,6.22069,6.27074
0.073,0.01,21.2138,7.32739,6.26655,6.2707
0.075,0.01,21.2132,7.32706,6.26648,6.27066
0.077,0.01,21.2126,7.32673,6.26642,6.27061
0.079,0.01,21.212,7.3264,6.26635,6.27057
0.081,0.01,21.2114,7.32607,6.25755,6.27052
0.083,0.01,21.2108,7.32574,6.25748,6.27048
0.085,0.01,21.2102,7.32541,6.25741,6.27044
0.087,0.01,21.2097,7.32508,6.25585,6.27039
0.089,0.01,21.2091,7.32475,6.25578,6.27035
0.091,0.01,21.2085,7.32443,6.25571,6.27031
0.093,0.01,21.2079,7.3241,6.25416,6.27026
0.095,0.01,21.2073,7.32377,6.25409,6.27022
0.097,0.01,21.2067,7.32345,6.25402,6.27018
0.099,0.01,21.2061,7.32312,6.25395,6.27013
0.101,0.01,21.2055,7.32279,6.25239,6.27009
0.103,0.01,21.2049,7.32246,6.25231,6.27005
0.105,0.01,21.2043,7.32213,6.24942,6.27
0.107,0.01,21.2038,7.32179,6.24935,6.26996
0.109,0.01,21.2032,7.32146,6.24927,6.26992
0.111,0.01,21.2026,7.32113,6.24759,6.26987
0.113,0.01,21.202,7.32079,6.24752,6.26983
0.115,0.01,21.2014,7.32046,6.2461,6.26979
0.117,0.01,21.2008,7.32013,6.24603,6.26974
0.119,0.01,21.2003,7.3198,6.24439,6.2697
0.121,0.01,21.1997,7.31946,6.24432,6.26966
0.123,0.01,21.1991,7.31913,6.24247,6.26961
0.125,0.01,21.1985,7.3188,6.2424,6.26957
0.127,0.01,21.1979,7.31847,6.2393,6.26953
0.129,0.01,21.1973,7.31813,6.23923,6.26948
0.131,0.01,21.1967,7.3178,6.23916,6.26944
0.133,0.01,21.1962,7.31748,6.23798,6.2694
0.135,0.01,21.1956,7.31715,6.23678,6.26935
0.137,0.01,21.195,7.31682,6.23671,6.26931
0.139,0.01,21.1944,7.31649,6.23664,6.26927
0.141,0.01,21.1938,7.31616,6.23421,6.26922
0.143,0.01,21.1932,7.31582,6.23292,6.26918
0.145,0.01,21.1927,7.31549,6.22904,6.26914
0.147,0.01,21.1921,7.31516,6.22897,6.26909
0.149,0.01,21.1915,7.31482,6.22759,6.26905
0.151,0.01,21.1909,7.31449,6.22752,6.26901
0.153,0.01,21.1903,7.31415,6.22612,6.26897
0.155,0.01,21.1898,7.31382,6.22471,6.26892
0.157,0.01,21.1892,7.31348,6.22464,6.26888
0.159,0.01,21.1886,7.31314,6.22187,6.26884
0.161,0.01,21.188,7.31281,6.2218,6.2688
0.163,0.01,21.1875,7.31247,6.21896,6.26875
0.165,0.01,21.1869,7.31214,6.26764,6.26871
0.167,0.01,21.1863,7.3118,6.26758,6.26867
0.169,0.01,21.1857,7.31147,6.26469,6.26862
0.171,0.01,21.1851,7.31114,6.26319,6.26858
0.173,0.01,21.1845,7.3108,6.26312,6.26854
0.175,0.01,21.1839,7.31047,6.26305,6.26849
0.177,0.01,21.1834,7.31014,6.26154,6.26845
0.179,0.01,21.1828,7.3098,6.26148,6.26841
0.181,0.01,21.1822,7.30947,6.26141,6.26836
0.183,0.01,21.1816,7.30914,6.26134,6.26832
0.185,0.01,21.181,7.30881,6.26127,6.26828
0.187,0.01,21.1804,7.30847,6.2612,6.26823
0.189,0.01,21.1798,7.30814,6.26113,6.26819
0.191,0.01,21.1792,7.30781,6.24928,6.26815
0.193,0.01,21.1787,7.30747,6.2492,6.2681
0.195,0.01,21.1781,7.30714,6.24918,6.26806
0.197,0.01,21.1775,7.30681,6.24639,6.26802
0.199,0.01,21.1769,7.30647,6.24632,6.26797
0.201,0.01,21.1763,7.30614,6.24624,6.26793
0.203,0.01,21.1757,7.30581,6.24617,6.26789
0.205,0.01,21.1752,7.30548,6.24471,6.26784
0.207,0.01,21.1746,7.30515,6.24463,6.2678
0.209,0.01,21.174,7.30482,6.24456,6.26776
0.211,0.01,21.1734,7.30448,6.24263,6.26771
0.213,0.01,21.1728,7.30415,6.24256,6.26767
0.215,0.01,21.1723,7.30381,6.24248,6.26763
0.217,0.01,21.1717,7.30348,6.24089,6.26759
0.219,0.01,21.1711,7.30315,6.24082,6.26754
0.221,0.01,21.1705,7.30281,6.24075,6.2675
0.223,0.01,21.1699,7.30248,6.23799,6.26746
0.225,0.01,21.1693,7.30214,6.23792,6.26741
0.227,0.01,21.1688,7.30181,6.23582,6.26737
0.229,0.01,21.1682,7.30148,6.23575,6.26733
0.231,0.01,21.1676,7.30115,6.23568,6.26728
0.233,0.01,21.167,7.30082,6.23453,6.26724
0.235,0.01,21.1664,7.30048,6.23446,6.2672
0.237,0.01,21.1659,7.30014,6.23439,6.26716
0.239,0.01,21.1653,7.29979,6.23432,6.26711
0.241,0.01,21.1647,7.29945,6.23198,6.26707
0.243,0.01,21.1641,7.29912,6.23072,6.26703
0.245,0.01,21.1636,7.29878,6.23065,6.26698
0.247,0.01,21.163,7.29845,6.23058,6.26694
0.249,0.01,21.1624,7.29811,6.22804,6.2669
0.251,0.01,21.1618,7.29778,6.22797,6.26686
0.253,0.01,21.1612,7.29745,6.22536,6.26681
0.255,0.01,21.1606,7.29712,6.22529,6.26677
0.257,0.01,21.1601,7.29679,6.22522,6.26673
0.259,0.01,21.1595,7.29645,6.22384,6.26668
0.261,0.01,21.1589,7.29612,6.22244,6.26664
0.263,0.01,21.1583,7.29578,6.22237,6.2666
0.265,0.01,21.1578,7.29545,6.2223,6.26655
0.267,0.01,21.1572,7.29511,6.22089,6.26651
0.269,0.01,21.1566,7.29478,6.22082,6.26647
0.271,0.01,21.156,7.29444,6.21805,6.26643
0.273,0.01,21.1554,7.2941,6.2166,6.26638
