x,rho,E,F,T,Tr
0.005,0.01,25.2889,3.28417,6.50807,6.55231
0.015,0.01,25.2871,3.28385,6.50794,6.55219
0.025,0.01,25.2853,3.28354,6.50782,6.55207
0.035,0.01,25.2835,3.28322,6.50769,6.55195
0.045,0.01,25.2817,3.2829,6.5295,6.55183
0.055,0.01,25.2798,3.28258,6.52936,6.55172
0.065,0.01,25.278,3.28227,6.52921,6.5516
0.075,0.01,25.2762,3.28195,6.52906,6.55148
0.085,0.01,25.2744,3.28163,6.5289,6.55136
0.095,0.01,25.2725,3.28131,6.52874,6.55124
0.105,0.01,25.2707,3.28099,6.52856,6.55112
0.115,0.01,25.2689,3.28067,6.50636,6.55101
0.125,0.01,25.2671,3.28035,6.50615,6.55089
0.135,0.01,25.2652,3.28003,6.50592,6.55077
0.145,0.01,25.2634,3.27971,6.50569,6.55065
0.155,0.01,25.2616,3.27939,6.50546,6.55053
0.165,0.01,25.2598,3.27907,6.50523,6.55042
0.175,0.01,25.258,3.27874,6.505,6.5503
0.185,0.01,25.2562,3.27842,6.50477,6.55018
0.195,0.01,25.2544,3.2781,6.50453,6.55006
0.205,0.01,25.2525,3.27778,6.5043,6.54995
0.215,0.01,25.2507,3.27746,6.50407,6.54983
0.225,0.01,25.2489,3.27714,6.50384,6.54971
0.235,0.01,25.2471,3.27682,6.52557,6.54959
0.245,0.01,25.2453,3.2765,6.52532,6.54947
0.255,0.01,25.2435,3.27617,6.52507,6.54936
0.265,0.01,25.2416,3.27585,6.52482,6.54924
0.275,0.01,25.2398,3.27553,6.52457,6.54912
0.285,0.01,25.238,3.27521,6.52432,6.549
0.295,0.01,25.2362,3.27489,6.53168,6.54888
0.305,0.01,25.2343,3.27457,6.53142,6.54877
0.315,0.01,25.2325,3.27424,6.53117,6.54865
0.325,0.01,25.2307,3.27392,6.53091,6.54853
0.335,0.01,25.2289,3.2736,6.53065,6.54841
0.345,0.01,25.2271,3.27326,6.5304,6.54829
0.355,0.01,25.2253,3.27294,6.53014,6.54818
0.365,0.01,25.2234,3.27261,6.52988,6.54806
0.375,0.01,25.2216,3.27229,6.52963,6.54794
0.385,0.01,25.2198,3.27196,6.52937,6.54782
0.395,0.01,25.218,3.27164,6.52912,6.5477
0.405,0.01,25.2161,3.27131,6.52886,6.54759
0.415,0.0347819,25.2117,3.27099,6.53749,6.5473
0.425,0.158691,25.1913,3.27067,6.54395,6.54597
0.435,0.53042,25.1179,3.27034,6.5407,6.5412
0.445,1.27388,24.9255,3.26999,6.52839,6.52864
0.455,2.38906,24.5359,3.26963,6.50292,6.50298
0.465,3.65294,23.8966,3.26922,6.4601,6.46019
0.475,4.76812,23.0125,3.26874,6.39952,6.3996
0.485,5.51158,21.9447,3.26817,6.32394,6.32403
0.495,5.88331,20.7759,3.26749,6.23803,6.23809
0.505,6.00722,19.5737,3.2667,6.14576,6.14582
0.515,6.032,18.3753,3.26581,6.04943,6.04951
0.525,6.00722,17.1964,3.26483,5.94996,5.95005
0.535,5.88331,16.0518,3.26374,5.84837,5.84848
0.545,5.51158,14.974,3.26257,5.74761,5.74772
0.555,4.76812,14.0181,3.26131,5.65358,5.65371
0.565,3.65294,13.247,3.25999,5.57417,5.57431
