x,rho,E,F,T,Tr
0.001,0.01,20.9696,7.60458,6.24834,6.25257
0.003,0.01,20.9762,7.59701,6.23874,6.25307
0.005,0.01,20.9821,7.59017,6.23099,6.25351
0.007,0.01,20.9873,7.58403,6.22274,6.25389
0.009,0.01,20.9918,7.57855,6.21703,6.25423
0.011,0.01,20.9957,7.57371,6.21696,6.25452
0.013,0.01,20.999,7.56945,6.21546,6.25477
0.015,0.01,21.0018,7.56572,6.2154,6.25497
0.017,0.01,21.0041,7.56248,6.21534,6.25515
0.019,0.01,21.006,7.55966,6.21383,6.25528
0.021,0.01,21.0074,7.55723,6.21376,6.2554
0.023,0.01,21.0086,7.55512,6.20933,6.25548
0.025,0.01,21.0095,7.5533,6.20926,6.25555
0.027,0.01,21.0101,7.55171,6.20771,6.25559
0.029,0.01,21.0105,7.55033,6.20765,6.25563
0.031,0.01,21.0108,7.54911,6.20609,6.25565
0.033,0.01,21.0109,7.54804,6.25478,6.25565
0.035,0.01,21.0109,7.54709,6.25471,6.25565
0.037,0.01,21.0108,7.54623,6.25183,6.25565
0.039,0.01,21.0106,7.54544,6.25011,6.25563
0.041,0.01,21.0104,7.54471,6.24867,6.25562
0.043,0.01,21.0101,7.54402,6.24701,6.2556
0.045,0.01,21.0098,7.54337,6.24514,6.25557
0.047,0.01,21.0095,7.54274,6.24507,6.25555
0.049,0.01,21.0091,7.54215,6.24194,6.25552
0.051,0.01,21.0087,7.54157,6.24076,6.25549
0.053,0.01,21.0083,7.54102,6.23955,6.25546
0.055,0.01,21.0079,7.54047,6.23712,6.25543
0.057,0.01,21.0074,7.53994,6.23582,6.2554
0.059,0.01,21.007,7.53943,6.23194,6.25536
0.061,0.01,21.0065,7.53892,6.23056,6.25533
0.063,0.01,21.006,7.53842,6.22917,6.25529
0.065,0.01,21.0056,7.53793,6.22776,6.25526
0.067,0.01,21.0051,7.53745,6.22499,6.25522
0.069,0.01,21.0046,7.53698,6.22216,6.25518
0.071,0.01,21.0041,7.53652,6.22069,6.25514
0.073,0.01,21.0035,7.53606,6.21639,6.25511
0.075,0.01,21.003,7.5356,6.21632,6.25507
0.077,0.01,21.0025,7.53516,6.21625,6.25503
0.079,0.01,21.0019,7.53473,6.21619,6.25499
0.081,0.01,21.0014,7.5343,6.2074,6.25495
0.083,0.01,21.0008,7.53388,6.20733,6.2549
0.085,0.01,21.0003,7.53347,6.20726,6.25486
0.087,0.01,20.9997,7.53306,6.2057,6.25482
0.089,0.01,20.9991,7.53267,6.20564,6.25478
0.091,0.01,20.9985,7.53227,6.20557,6.25473
0.093,0.01,20.9979,7.53189,6.204,6.25469
0.095,0.01,20.9973,7.53151,6.20393,6.25464
0.097,0.01,20.9967,7.53113,6.20386,6.2546
0.099,0.01,20.9961,7.53076,6.2038,6.25455
0.101,0.01,20.9955,7.5304,6.25239,6.2545
0.103,0.01,20.9948,7.53004,6.25231,6.25446
0.105,0.01,20.9942,7.52969,6.24942,6.25441
0.107,0.01,20.9936,7.52934,6.24935,6.25436
0.109,0.01,20.9929,7.52899,6.24927,6.25431
0.111,0.01,20.9922,7.52865,6.24759,6.25426
0.113,0.01,20.9916,7.52831,6.24752,6.25421
0.115,0.01,20.9909,7.52798,6.2461,6.25416
0.117,0.01,20.9902,7.52766,6.24603,6.25411
0.119,0.01,20.9895,7.52734,6.24439,6.25406
0.121,0.01,20.9889,7.52702,6.24432,6.25401
0.123,0.01,20.9882,7.5267,6.24247,6.25396
0.125,0.01,20.9875,7.5264,6.2424,6.25391
0.127,0.01,20.9868,7.52609,6.2393,6.25386
0.129,0.01,20.9861,7.52578,6.23923,6.2538
0.131,0.01,20.9854,7.52548,6.23916,6.25375
0.133,0.01,20.9846,7.52518,6.23798,6.2537
0.135,0.01,20.9839,7.52488,6.23678,6.25364
0.137,0.01,20.9832,7.52459,6.23671,6.25359
0.139,0.01,20.9825,7.5243,6.23664,6.25354
0.141,0.01,20.9817,7.52401,6.23421,6.25348
0.143,0.01,20.981,7.52373,6.23292,6.25343
0.145,0.01,20.9803,7.52345,6.22904,6.25337
0.147,0.01,20.9795,7.52317,6.22897,6.25332
0.149,0.01,20.9788,7.5229,6.22759,6.25326
0.151,0.01,20.978,7.52262,6.22752,6.25321
0.153,0.01,20.9773,7.52234,6.22612,6.25315
0.155,0.01,20.9765,7.52207,6.22471,6.25309
0.157,0.01,20.9758,7.5218,6.22464,6.25304
0.159,0.01,20.975,7.52154,6.22187,6.25298
0.161,0.01,20.9743,7.52127,6.2218,6.25292
0.163,0.01,20.9735,7.52101,6.21896,6.25287
0.165,0.01,20.9727,7.52075,6.21749,6.25281
0.167,0.01,20.972,7.52049,6.21742,6.25275
0.169,0.01,20.9712,7.52022,6.21454,6.2527
0.171,0.01,20.9704,7.51996,6.21304,6.25264
0.173,0.01,20.9696,7.5197,6.21298,6.25258
0.175,0.01,20.9689,7.51944,6.21291,6.25252
0.177,0.01,20.9681,7.51918,6.2114,6.25246
0.179,0.01,20.9673,7.51892,6.21133,6.25241
0.181,0.01,20.9665,7.51866,6.21126,6.25235
0.183,0.01,20.9658,7.5184,6.21119,6.25229
0.185,0.01,20.965,7.51815,6.21112,6.25223
0.187,0.01,20.9642,7.51789,6.21106,6.25217
0.189,0.01,20.9634,7.51763,6.21099,6.25211
0.191,0.01,20.9626,7.51737,6.24928,6.25205
0.193,0.01,20.9618,7.51712,6.2492,6.25199
0.195,0.01,20.961,7.51687,6.24918,6.25194
0.197,0.01,20.9602,7.51662,6.24639,6.25187
0.199,0.01,20.9594,7.51637,6.24632,6.25181
0.201,0.01,20.9586,7.51612,6.24624,6.25175
0.203,0.01,20.9578,7.51587,6.24617,6.25169
0.205,0.01,20.957,7.51562,6.24471,6.25163
0.207,0.01,20.9562,7.51537,6.24463,6.25157
0.209,0.01,20.9554,7.51512,6.24456,6.25151
0.211,0.01,20.9546,7.51487,6.24263,6.25146
0.213,0.01,20.9538,7.51461,6.24256,6.2514
0.215,0.01,20.953,7.51436,6.24248,6.25134
0.217,0.01,20.9521,7.5141,6.24089,6.25127
0.219,0.01,20.9513,7.51385,6.24082,6.25121
0.221,0.01,20.9505,7.51359,6.24075,6.25115
0.223,0.01,20.9497,7.51334,6.23799,6.25109
0.225,0.01,20.9489,7.51308,6.23792,6.25103
0.227,0.01,20.9481,7.51283,6.23582,6.25097
0.229,0.01,20.9473,7.51258,6.23575,6.25091
0.231,0.01,20.9465,7.51233,6.23568,6.25085
0.233,0.01,20.9457,7.51208,6.23453,6.25079
0.235,0.01,20.9449,7.51183,6.23446,6.25073
0.237,0.01,20.944,7.51159,6.23439,6.25067
0.239,0.01,20.9432,7.51134,6.23432,6.25061
0.241,0.01,20.9424,7.51109,6.23198,6.25055
0.243,0.01,20.9416,7.51083,6.23072,6.25049
0.245,0.01,20.9408,7.51058,6.23065,6.25043
0.247,0.01,20.94,7.51033,6.23058,6.25037
0.249,0.01,20.9392,7.51008,6.22804,6.25031
0.251,0.01,20.9384,7.50983,6.22797,6.25025
0.253,0.01,20.9376,7.50958,6.22536,6.25019
0.255,0.01,20.9368,7.50933,6.22529,6.25013
0.257,0.01,20.9359,7.50907,6.22522,6.25007
0.259,0.01,20.9351,7.50882,6.22384,6.25001
0.261,0.01,20.9343,7.50857,6.22244,6.24995
0.263,0.01,20.9335,7.50832,6.22237,6.24989
0.265,0.01,20.9327,7.50807,6.2223,6.24982
0.267,0.01,20.9319,7.50782,6.22089,6.24976
0.269,0.01,20.9311,7.50757,6.22082,6.2497
0.271,0.01,20.9303,7.50732,6.21805,6.24964
0.273,0.01,20.9295,7.50708,6.2166,6.24958
0.275,0.01,20.9287,7.50683,6.21514,6.24952
0.277,0.01,20.9279,7.50658,6.21507,6.24946
