x,rho,E,F,T,Tr
0.001,0.01,18.6284,9.94554,6.04346,6.07023
0.003,0.01,18.6275,9.94525,6.03528,6.07016
0.005,0.01,18.6266,9.94494,6.02715,6.07008
0.007,0.01,18.6257,9.94465,6.0692,6.07001
0.009,0.01,18.6247,9.94434,6.06375,6.06994
0.011,0.01,18.6238,9.94405,6.06313,6.06986
0.013,0.01,18.6229,9.94374,6.06243,6.06979
0.015,0.01,18.622,9.94345,6.06167,6.06971
0.017,0.01,18.6211,9.94314,6.06083,6.06964
0.019,0.01,18.6202,9.94285,6.05993,6.06957
0.021,0.01,18.6193,9.94255,6.05896,6.06949
0.023,0.01,18.6184,9.94225,6.05792,6.06942
0.025,0.01,18.6175,9.94195,6.05683,6.06935
0.027,0.01,18.6166,9.94165,6.05566,6.06927
0.029,0.01,18.6157,9.94135,6.05444,6.0692
0.031,0.01,18.6148,9.94105,6.05316,6.06912
0.033,0.01,18.6139,9.94075,6.05182,6.06905
0.035,0.01,18.613,9.94045,6.05042,6.06898
0.037,0.01,18.6121,9.94015,6.04897,6.0689
0.039,0.01,18.6112,9.93986,6.04746,6.06883
0.041,0.01,18.6103,9.93955,6.04589,6.06876
0.043,0.01,18.6094,9.93926,6.04428,6.06868
0.045,0.01,18.6085,9.93895,6.04261,6.06861
0.047,0.01,18.6076,9.93866,6.04089,6.06853
0.049,0.01,18.6067,9.93835,6.03912,6.06846
0.051,0.01,18.6058,9.93806,6.0373,6.06839
0.053,0.01,18.6049,9.93776,6.03544,6.06831
0.055,0.01,18.604,9.93746,6.03352,6.06824
0.057,0.01,18.6031,9.93715,6.03157,6.06817
0.059,0.01,18.6022,9.93686,6.02956,6.06809
0.061,0.01,18.6013,9.93655,6.02752,6.06802
0.063,0.01,18.6004,9.93626,6.02543,6.06795
0.065,0.01,18.5995,9.93595,6.0233,6.06787
0.067,0.01,18.5986,9.93566,6.02113,6.0678
0.069,0.01,18.5977,9.93536,6.01891,6.06773
0.071,0.01,18.5968,9.93506,6.0668,6.06765
0.073,0.01,18.5959,9.93476,6.06452,6.06758
0.075,0.01,18.5949,9.93446,6.06278,6.06751
0.077,0.01,18.594,9.93416,6.06264,6.06743
0.079,0.01,18.5931,9.93386,6.06249,6.06736
0.081,0.01,18.5922,9.93356,6.05565,6.06728
0.083,0.01,18.5913,9.93326,6.05508,6.06721
0.085,0.01,18.5904,9.93296,6.05449,6.06714
0.087,0.01,18.5895,9.93267,6.05388,6.06706
0.089,0.01,18.5886,9.93236,6.05325,6.06699
0.091,0.01,18.5877,9.93207,6.0526,6.06692
0.093,0.01,18.5868,9.93176,6.05193,6.06684
0.095,0.01,18.5859,9.93147,6.05125,6.06677
0.097,0.01,18.585,9.93117,6.05054,6.06669
0.099,0.01,18.5841,9.93087,6.04981,6.06662
0.101,0.01,18.5832,9.93057,6.04907,6.06655
0.103,0.01,18.5823,9.93027,6.04831,6.06647
0.105,0.01,18.5814,9.92997,6.04752,6.0664
0.107,0.01,18.5805,9.92968,6.04672,6.06633
0.109,0.01,18.5796,9.92937,6.0459,6.06625
0.111,0.01,18.5787,9.92908,6.04505,6.06618
0.113,0.01,18.5778,9.92877,6.04419,6.0661
0.115,0.01,18.5769,9.92848,6.04331,6.06603
0.117,0.01,18.576,9.92817,6.04241,6.06596
0.119,0.01,18.5751,9.92788,6.04148,6.06588
0.121,0.01,18.5742,9.92757,6.04054,6.06581
0.123,0.01,18.5733,9.92728,6.03958,6.06574
0.125,0.01,18.5724,9.92698,6.0386,6.06566
0.127,0.01,18.5715,9.92668,6.0376,6.06559
0.129,0.01,18.5706,9.92638,6.03658,6.06552
0.131,0.01,18.5697,9.92608,6.03554,6.06544
0.133,0.01,18.5688,9.92578,6.03448,6.06537
0.135,0.01,18.5679,9.92549,6.0334,6.06529
0.137,0.01,18.567,9.92518,6.0323,6.06522
0.139,0.01,18.566,9.92489,6.03118,6.06515
0.141,0.01,18.5652,9.92458,6.03005,6.06507
0.143,0.01,18.5642,9.92429,6.02889,6.065
0.145,0.01,18.5634,9.92398,6.02771,6.06493
0.147,0.01,18.5624,9.92369,6.02652,6.06485
0.149,0.01,18.5616,9.92338,6.0253,6.06478
0.151,0.01,18.5607,9.92309,6.02407,6.06471
0.153,0.01,18.5598,9.92279,6.02282,6.06463
0.155,0.01,18.5589,9.92249,6.02154,6.06456
0.157,0.01,18.558,9.92219,6.02025,6.06449
0.159,0.01,18.5571,9.92189,6.01894,6.06441
0.161,0.01,18.5562,9.92159,6.01761,6.06434
0.163,0.01,18.5553,9.9213,6.01627,6.06427
0.165,0.01,18.5544,9.92099,6.0149,6.06419
0.167,0.01,18.5535,9.9207,6.01352,6.06412
0.169,0.01,18.5526,9.92039,6.06224,6.06405
0.171,0.01,18.5517,9.9201,6.06082,6.06397
0.173,0.01,18.5508,9.91979,6.06074,6.0639
0.175,0.01,18.5498,9.9195,6.05896,6.06382
0.177,0.01,18.5489,9.9192,6.0588,6.06375
0.179,0.01,18.548,9.9189,6.05863,6.06368
0.181,0.01,18.5471,9.9186,6.05846,6.0636
0.183,0.01,18.5462,9.9183,6.05828,6.06353
0.185,0.01,18.5453,9.918,6.05811,6.06345
0.187,0.01,18.5444,9.91771,6.05792,6.06338
0.189,0.01,18.5435,9.9174,6.05774,6.06331
0.191,0.01,18.5426,9.91711,6.04578,6.06323
0.193,0.01,18.5417,9.9168,6.04522,6.06316
0.195,0.01,18.5408,9.91651,6.04464,6.06308
0.197,0.01,18.5399,9.9162,6.04406,6.06301
0.199,0.01,18.539,9.91591,6.04347,6.06294
0.201,0.01,18.5381,9.91561,6.04286,6.06286
0.203,0.01,18.5372,9.91531,6.04225,6.06279
0.205,0.01,18.5363,9.91501,6.04163,6.06271
0.207,0.01,18.5354,9.91471,6.04099,6.06264
0.209,0.01,18.5345,9.91441,6.04034,6.06257
0.211,0.01,18.5336,9.91412,6.03969,6.06249
0.213,0.01,18.5327,9.91381,6.03902,6.06242
0.215,0.01,18.5318,9.91352,6.03834,6.06235
0.217,0.01,18.5309,9.91321,6.03765,6.06227
0.219,0.01,18.53,9.91292,6.03695,6.0622
0.221,0.01,18.5291,9.91261,6.03624,6.06212
0.223,0.01,18.5282,9.91232,6.03551,6.06205
0.225,0.01,18.5273,9.91201,6.03478,6.06198
0.227,0.01,18.5264,9.91171,6.03403,6.0619
0.229,0.01,18.5255,9.91141,6.03328,6.06183
0.231,0.01,18.5246,9.91111,6.03251,6.06176
0.233,0.01,18.5237,9.9108,6.03173,6.06168
